,response,is_strange,workerid,proliferate.condition,order,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,DegreeQ,SubjectAuxInv,WhAll,MatrixNegPresent,EmbeddedNegPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixNegation,MatrixDoSupport,MatrixPred1,MatrixPred2,MatVerbPart,Modal,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
49,a,False,17,condition1,all-some-the-a,3,example1,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,a,False,17,condition1,all-some-the-a,3,example1,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,all,False,17,condition1,all-some-the-a,3,example1,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,some,False,17,condition1,all-some-the-a,4,example2,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,all,False,17,condition1,all-some-the-a,5,example1,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,a,False,17,condition1,all-some-the-a,6,example4,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,some,False,17,condition1,all-some-the-a,8,68569:4,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
56,the,False,17,condition1,all-some-the-a,9,118088:9,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
57,the,False,17,condition1,all-some-the-a,10,61578:4,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
58,the,False,17,condition1,all-some-the-a,11,103191:13,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
59,the,False,17,condition1,all-some-the-a,12,51293:9,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
60,some,False,17,condition1,all-some-the-a,13,102105:4,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
61,all,False,17,condition1,all-some-the-a,14,130644:22,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
62,the,False,17,condition1,all-some-the-a,15,60430:4,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
63,some,False,17,condition1,all-some-the-a,16,37508:7,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
64,some,False,17,condition1,all-some-the-a,17,40349:14,[],19.0,Yes,,2,1,1,Female,english,Chrome,Windows,864,1536,5.31938333333333,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
65,Susan,Susan,12,condition1,,1,bot_check,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,all,False,12,condition1,the-some-all-a,3,example1,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,some,True,12,condition1,the-some-all-a,4,example2,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,all,False,12,condition1,the-some-all-a,5,example1,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,the,False,12,condition1,the-some-all-a,6,example4,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,the,False,12,condition1,the-some-all-a,8,102105:4,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
71,the,False,12,condition1,the-some-all-a,9,61578:4,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
72,a,False,12,condition1,the-some-all-a,10,37508:7,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
73,a,False,12,condition1,the-some-all-a,11,40349:14,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
74,the,False,12,condition1,the-some-all-a,12,68569:4,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
75,the,False,12,condition1,the-some-all-a,13,103191:13,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
76,the,False,12,condition1,the-some-all-a,14,51293:9,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
77,the,False,12,condition1,the-some-all-a,15,60430:4,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
78,the,False,12,condition1,the-some-all-a,16,130644:22,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
79,the,False,12,condition1,the-some-all-a,17,118088:9,[],55.0,Yes,I have none at this time.,3,1,0,Female,English ,Safari,iPhone/iPod,736,414,19.649,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
80,Yes,it is a nice day out Linda,7,condition1,,1,bot_check,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Linda,Linda,7,condition1,,1,bot_check,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,some,False,7,condition1,some-a-the-all,3,example1,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,all,False,7,condition1,some-a-the-all,3,example1,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,the,False,7,condition1,some-a-the-all,4,example2,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,a,False,7,condition1,some-a-the-all,4,example2,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,all,False,7,condition1,some-a-the-all,5,example1,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,the,False,7,condition1,some-a-the-all,6,example4,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,all,False,7,condition1,some-a-the-all,8,68569:4,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
89,some,False,7,condition1,some-a-the-all,9,60430:4,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
90,the,False,7,condition1,some-a-the-all,10,51293:9,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
91,the,False,7,condition1,some-a-the-all,11,130644:22,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
92,a,False,7,condition1,some-a-the-all,12,37508:7,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
93,some,False,7,condition1,some-a-the-all,13,118088:9,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
94,some,False,7,condition1,some-a-the-all,14,61578:4,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
95,some,True,7,condition1,some-a-the-all,15,103191:13,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
96,a,False,7,condition1,some-a-the-all,16,40349:14,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
97,all,False,7,condition1,some-a-the-all,17,102105:4,[],25.0,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,4.74245,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
98,Barbara,Barbara,15,condition1,,1,bot_check,[],,Yes,,-1,-1,-1,,,Chrome,Windows,864,1536,7.43496666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,a,False,15,condition1,the-some-a-all,3,example1,[],,Yes,,-1,-1,-1,,,Chrome,Windows,864,1536,7.43496666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,a,False,15,condition1,the-some-a-all,3,example1,[],,Yes,,-1,-1,-1,,,Chrome,Windows,864,1536,7.43496666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,some,False,15,condition1,the-some-a-all,3,example1,[],,Yes,,-1,-1,-1,,,Chrome,Windows,864,1536,7.43496666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,some,False,15,condition1,the-some-a-all,3,example1,[],,Yes,,-1,-1,-1,,,Chrome,Windows,864,1536,7.43496666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,the,False,15,condition1,the-some-a-all,3,example1,[],,Yes,,-1,-1,-1,,,Chrome,Windows,864,1536,7.43496666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,all,False,15,condition1,the-some-a-all,3,example1,[],,Yes,,-1,-1,-1,,,Chrome,Windows,864,1536,7.43496666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,some,False,15,condition1,the-some-a-all,4,example2,[],,Yes,,-1,-1,-1,,,Chrome,Windows,864,1536,7.43496666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,all,False,15,condition1,the-some-a-all,5,example1,[],,Yes,,-1,-1,-1,,,Chrome,Windows,864,1536,7.43496666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,the,False,15,condition1,the-some-a-all,6,example4,[],,Yes,,-1,-1,-1,,,Chrome,Windows,864,1536,7.43496666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
